LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CAN,TAXPROPERTY,TOT,PC_GDP,A,2002,3.579,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2003,3.538,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2004,3.531,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2005,3.503,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2006,3.465,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2007,3.455,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2008,3.597,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2009,3.931,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2010,3.826,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2011,3.687,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2012,3.705,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2013,3.704,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2014,3.674,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2015,3.908,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2016,4.008,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2017,3.931,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2018,3.859,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2019,3.843,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2020,4.106,
CAN,TAXPROPERTY,TOT,PC_GDP,A,2021,3.962,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1965,14.271,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1966,13.66,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1967,13.399,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1968,13.31,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1969,12.478,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1970,12.771,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1971,12.412,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1972,11.532,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1973,10.441,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1974,9.13,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1975,9.472,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1976,10.017,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1977,10.532,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1978,10.337,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1979,9.453,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1980,9.103,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1981,8.682,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1982,9.238,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1983,9.735,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1984,9.577,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1985,9.331,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1986,9.366,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1987,8.833,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1988,9.664,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1989,9.815,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1990,10.021,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1991,10.451,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1992,11.124,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1993,11.252,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1994,11.047,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1995,10.662,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1996,10.525,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1997,10.254,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1998,10.378,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1999,10.06,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2000,9.522,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2001,10.749,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2002,10.818,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2003,10.818,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2004,10.795,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2005,10.724,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2006,10.589,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2007,10.632,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2008,11.516,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2009,12.152,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2010,12.338,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2011,11.971,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2012,11.883,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2013,11.896,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2014,11.749,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2015,11.906,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2016,12.052,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2017,11.898,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2018,11.52,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2019,11.619,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2020,11.986,
CAN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2021,11.916,
CZE,TAXPROPERTY,TOT,PC_GDP,A,1993,0.388,
CZE,TAXPROPERTY,TOT,PC_GDP,A,1994,0.438,
CZE,TAXPROPERTY,TOT,PC_GDP,A,1995,0.478,
CZE,TAXPROPERTY,TOT,PC_GDP,A,1996,0.489,
CZE,TAXPROPERTY,TOT,PC_GDP,A,1997,0.517,
CZE,TAXPROPERTY,TOT,PC_GDP,A,1998,0.508,
CZE,TAXPROPERTY,TOT,PC_GDP,A,1999,0.455,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2000,0.456,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2001,0.481,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2002,0.48,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2003,0.478,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2004,0.379,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2005,0.397,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2006,0.398,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2007,0.401,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2008,0.376,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2009,0.356,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2010,0.41,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2011,0.503,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2012,0.503,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2013,0.464,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2014,0.45,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2015,0.474,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2016,0.488,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2017,0.467,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2018,0.455,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2019,0.416,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2020,0.203,
CZE,TAXPROPERTY,TOT,PC_GDP,A,2021,0.195,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,1993,1.057,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,1994,1.235,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,1995,1.386,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,1996,1.477,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,1997,1.548,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,1998,1.574,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,1999,1.373,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2000,1.411,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2001,1.483,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2002,1.441,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2003,1.403,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2004,1.098,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2005,1.159,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2006,1.177,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2007,1.177,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2008,1.13,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2009,1.11,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2010,1.272,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2011,1.524,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2012,1.503,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2013,1.376,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2014,1.368,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2015,1.43,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2016,1.435,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2017,1.355,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2018,1.301,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2019,1.196,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2020,0.586,
CZE,TAXPROPERTY,TOT,PC_TOT_TAX,A,2021,0.577,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1965,2.366,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1966,2.452,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1967,2.467,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1968,2.241,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1969,2.003,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1970,2.228,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1971,2.28,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1972,2.297,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1973,2.422,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1974,2.412,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1975,2.278,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1976,2.12,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1977,2.297,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1978,2.482,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1979,2.484,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1980,2.446,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1981,2.112,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1982,1.832,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1983,2.273,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1984,1.782,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1985,1.909,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1986,2.2,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1987,2.439,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1988,2.262,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1989,2.064,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1990,1.901,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1991,1.69,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1992,1.816,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1993,1.949,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1994,1.798,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1995,1.664,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1996,1.601,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1997,1.624,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1998,1.765,
DNK,TAXPROPERTY,TOT,PC_GDP,A,1999,1.768,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2000,1.563,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2001,1.63,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2002,1.679,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2003,1.775,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2004,1.793,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2005,1.845,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2006,1.83,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2007,1.815,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2008,1.907,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2009,1.827,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2010,1.852,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2011,1.89,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2012,1.782,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2013,1.813,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2014,1.832,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2015,1.923,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2016,1.836,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2017,1.79,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2018,1.829,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2019,2.005,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2020,1.964,
DNK,TAXPROPERTY,TOT,PC_GDP,A,2021,1.881,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1965,8.123,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1966,8.263,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1967,8.18,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1968,6.812,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1969,6.161,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1970,6.045,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1971,5.729,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1972,5.83,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1973,6.233,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1974,5.922,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1975,6.14,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1976,5.565,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1977,5.961,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1978,6.247,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1979,6.091,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1980,5.895,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1981,5.146,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1982,4.597,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1983,5.479,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1984,4.18,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1985,4.347,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1986,4.768,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1987,5.216,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1988,4.791,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1989,4.484,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1990,4.283,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1991,3.861,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1992,4.115,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1993,4.287,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1994,3.864,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1995,3.579,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1996,3.427,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1997,3.475,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1998,3.733,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,1999,3.693,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2000,3.334,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2001,3.551,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2002,3.699,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2003,3.894,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2004,3.864,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2005,3.844,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2006,3.939,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2007,3.909,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2008,4.261,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2009,4.064,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2010,4.137,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2011,4.22,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2012,3.916,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2013,3.952,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2014,3.774,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2015,4.176,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2016,4.035,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2017,3.936,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2018,4.141,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2019,4.275,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2020,4.169,
DNK,TAXPROPERTY,TOT,PC_TOT_TAX,A,2021,4.013,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1965,1.191,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1966,1.19,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1967,1.139,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1968,0.812,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1969,0.709,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1970,0.694,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1971,0.664,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1972,0.679,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1973,0.738,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1974,0.733,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1975,0.698,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1976,1.175,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1977,0.866,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1978,0.783,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1979,0.718,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1980,0.655,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1981,0.718,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1982,0.795,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1983,0.86,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1984,0.973,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1985,1.066,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1986,1.14,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1987,1.12,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1988,1.376,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1989,1.341,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1990,1.051,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1991,1.003,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1992,0.964,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1993,1.169,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1994,1.116,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1995,0.988,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1996,1.03,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1997,1.045,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1998,1.071,
FIN,TAXPROPERTY,TOT,PC_GDP,A,1999,1.053,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2000,1.113,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2001,1.003,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2002,1.038,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2003,0.994,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2004,1.072,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2005,1.15,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2006,1.064,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2007,1.076,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2008,1.054,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2009,1.047,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2010,1.109,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2011,1.08,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2012,1.174,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2013,1.272,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2014,1.314,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2015,1.427,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2016,1.41,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2017,1.528,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2018,1.434,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2019,1.45,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2020,1.499,
FIN,TAXPROPERTY,TOT,PC_GDP,A,2021,1.507,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1965,3.965,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1966,3.818,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1967,3.554,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1968,2.502,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1969,2.286,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1970,2.225,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1971,2.025,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1972,2.042,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1973,2.166,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1974,2.198,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1975,1.933,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1976,2.965,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1977,2.175,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1978,2.144,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1979,2.045,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1980,1.855,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1981,1.925,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1982,2.182,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1983,2.383,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1984,2.59,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1985,2.723,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1986,2.83,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1987,2.89,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1988,3.279,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1989,3.226,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1990,2.448,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1991,2.256,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1992,2.19,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1993,2.688,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1994,2.452,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1995,2.221,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1996,2.253,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1997,2.326,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1998,2.391,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,1999,2.38,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2000,2.431,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2001,2.325,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2002,2.398,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2003,2.347,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2004,2.568,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2005,2.736,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2006,2.527,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2007,2.598,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2008,2.566,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2009,2.568,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2010,2.735,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2011,2.584,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2012,2.769,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2013,2.93,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2014,3.02,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2015,3.279,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2016,3.223,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2017,3.567,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2018,3.384,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2019,3.428,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2020,3.583,
FIN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2021,3.505,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1965,1.446,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1966,1.355,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1967,1.311,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1968,1.462,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1969,1.406,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1970,1.615,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1971,1.5,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1972,1.538,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1973,1.892,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1974,0.953,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1975,1.801,
FRA,TAXPROPERTY,TOT,PC_GDP,A,1976,1.868,
